,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
65,Maruti Suzuki,Celerio X,Vxi Amt (O),524074,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5.0,23,22,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2425 mm,165/70R14,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,Rake,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Maruti Suzuki,Celerio X,Zxi,499734,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5.0,23,22,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 mm,165/70R14,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,,Yes,,1250 kg,Driver frontal airbag,Yes,,Yes,,1.0,,Rake,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Maruti Suzuki,Celerio X,Zxi (O),540350,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5.0,23,22,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 mm,165/70R14,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Maruti Suzuki,Celerio X,Zxi Amt,542735,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5.0,23,22,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2425 mm,165/70R14,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,,Yes,,1250 kg,Driver frontal airbag,Yes,,Yes,,1.0,,Rake,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Maruti Suzuki,Celerio X,Zxi Amt (O),552350,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5.0,23,22,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2425 mm,165/70R14,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,Yes,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5.0,20.89,20.89,20.89 km/litre,,825 kg,5,180 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,1460 mm,1470 mm,175/65R 15,175/65R 15,Electric Power,All Windows,,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Analog,Yes,5.0,Fabric,AMT,2435 mm,175/65R 15,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,260 litres,Yes,Yes,Yes,Digital,Front & Rear,,"Front, Front & Rear",Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5.0,20.89,20.89,20.89 km/litre,,825 kg,5,180 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,1460 mm,1470 mm,175/65R 15,175/65R 15,Electric Power,All Windows,,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2435 mm,175/65R 15,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,260 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,
81,Premier,Rio,Gx,506000,1173 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Petrol,1730,3970,1570,SUV,5.0,13,16,16 km/litre,,1080 kg,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70R15,205/70R15,Yes,Only Front Windows,,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2420 mm,205/70R15,,,Not on offer,,,,,Manual,454 litres,,Yes,Yes,Digital,Yes,,Front,Yes,,,Internal,Analog,Manual,Analog,Yes,4.7 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,Yes,,,Yes,,,1530 kg,,,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
82,Premier,Rio,Ex,568623,1489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5.0,12,16,16 km/litre,,1145 kg,5,200 mm,Solid Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70,205/70,Hydraulic Power,Only Front Windows,,,64PS@4000rpm,152Nm@2500RPM,,,Yes,,5.0,Fabric,Manual,2420 mm,R15,,,Not on offer,,,,,,454 litres,,,Yes,,,,,,,,Internal,,Manual,Analog,Yes,4.7 meter,,,,,,,,,,,,,,,,,,,,,,1530 kg,,,,,,,,,,Air Conditioner : Standard,Rear sensors with camera,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
83,Premier,Rio,Glx,670000,1173 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Petrol,1730,3970,1570,SUV,5.0,13,16,16 km/litre,,1080 kg,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70R15,205/70R15,Yes,Only Front Windows,,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2420 mm,205/70R15,,,CD/MP3 Player,,,,,Manual,454 litres,Yes,Yes,Yes,Digital,Yes,,Front,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,4.7 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,Yes,,,Yes,,Front Row,1530 kg,,Yes,Yes,,,,,,,,,Yes,,,,Yes,,,,,Manual Adjustment,,,,Yes,,,,,,,,,,,,,,,,,,,
84,Premier,Rio,Dx,603000,1489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5.0,12,16,16 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70R15,205/70R15,Yes,Only Front Windows,,Yes,64PS@4000rpm,152Nm@2250RPM,Digital,Analog,Analog,,5.0,Fabric,Manual,2420 mm,205/70R15,,,Not on offer,,,,,Manual,454 litres,,Yes,Yes,Digital,Yes,,Front,Yes,,,Internal,Analog,Manual,Analog,Yes,4.7 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,Yes,,,Yes,,,1530 kg,,Yes,Yes,,,,,,,,,Yes,,,,Yes,,,,,Manual Adjustment,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
85,Premier,Rio,Lx,739000,1489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5.0,12,16,16 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70R15,205/70R15,Yes,Only Front Windows,,Yes,64PS@4000rpm,152Nm@2250RPM,Digital,Analog,Analog,,5.0,Fabric,Manual,2420 mm,205/70R15,,Yes,CD/MP3 Player,,,,,Manual,454 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,4.7 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,Yes,,,Yes,,Yes,1530 kg,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,
86,Premier,Rio,Crdi4,739000,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5.0,20,23.7,23.7 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,1305 mm,1310 mm,205/70R15,205/70R15,Yes,Only Front Windows,,Remote,72PS@4000rpm,183Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2420 mm,205/70R15,,,CD/MP3 Player,,,,,Manual,454 litres,Yes,Yes,Yes,Digital,Yes,,Front,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,4.7 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,Yes,,,1530 kg,,,Yes,,,,,,,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,
87,Toyota,Etios Liva,G,520300,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5.0,15.1,17.71,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251 litres,,,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
88,Toyota,Etios Liva,V,581000,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5.0,15.1,18.16,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,Not on offer,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
89,Toyota,Etios Liva,Gd,647800,1364 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5.0,20.3,23.59,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251 litres,,,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
90,Toyota,Etios Liva,Vx,630000,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5.0,15.1,17.71,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,185/60R15,,Yes,USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.5:1,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
91,Toyota,Etios Liva,Vxd,745000,1364 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5.0,20.3,23.08,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
92,Toyota,Etios Liva,Vd,704000,1364 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5.0,20.3,23.08,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
93,Toyota,Etios Liva,Dual Tone V,597700,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5.0,15.1,18.16,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,Not on offer,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
94,Toyota,Etios Liva,Dual Tone Vd,720700,1364 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5.0,20.3,23.08,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,175/65R14,175/65R14,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,175/65R14,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
95,Toyota,Etios Liva,Dual Tone Vx,641700,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5.0,15.1,17.71,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,185/60R15,,Yes,USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
96,Toyota,Etios Liva,Dual Tone Vxd,756700,1364 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5.0,20.3,23.08,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1468 mm,1474 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2460 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1475 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,Yes,,,,Yes,,,,,,,,,,,,
